run,type,module,name,attrname,attrvalue,value
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:946:mean,,,NaN
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:946:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:945:mean,,,NaN
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:945:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:944:mean,,,NaN
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:944:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:943:mean,,,NaN
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:943:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:942:mean,,,NaN
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:942:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:941:mean,,,NaN
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:941:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:940:mean,,,NaN
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:940:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:939:mean,,,NaN
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:939:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:938:mean,,,NaN
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:938:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:937:mean,,,NaN
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:937:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:936:mean,,,NaN
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:936:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:935:mean,,,NaN
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:935:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:934:mean,,,0.154787732076
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:934:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:933:mean,,,NaN
