run,type,module,name,attrname,attrvalue,value
Net1-0-20211213-20:11:41-3599,scalar,Net.mg1,queuingTimeInterval:940:mean,,,0.32296362925155
Net1-0-20211213-20:11:41-3599,attr,Net.mg1,queuingTimeInterval:940:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net1-0-20211213-20:11:41-3599,scalar,Net.mg1,queuingTimeInterval:939:mean,,,0.32434626689961
Net1-0-20211213-20:11:41-3599,attr,Net.mg1,queuingTimeInterval:939:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net1-0-20211213-20:11:41-3599,scalar,Net.mg1,queuingTimeInterval:938:mean,,,0.31847210315112
Net1-0-20211213-20:11:41-3599,attr,Net.mg1,queuingTimeInterval:938:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net1-0-20211213-20:11:41-3599,scalar,Net.mg1,queuingTimeInterval:937:mean,,,0.31213581125941
Net1-0-20211213-20:11:41-3599,attr,Net.mg1,queuingTimeInterval:937:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net1-0-20211213-20:11:41-3599,scalar,Net.mg1,queuingTimeInterval:936:mean,,,0.32074103301196
Net1-0-20211213-20:11:41-3599,attr,Net.mg1,queuingTimeInterval:936:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net1-0-20211213-20:11:41-3599,scalar,Net.mg1,queuingTimeInterval:935:mean,,,0.31395289987364
Net1-0-20211213-20:11:41-3599,attr,Net.mg1,queuingTimeInterval:935:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net1-0-20211213-20:11:41-3599,scalar,Net.mg1,queuingTimeInterval:934:mean,,,0.31210385014129
Net1-0-20211213-20:11:41-3599,attr,Net.mg1,queuingTimeInterval:934:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net1-0-20211213-20:11:41-3599,scalar,Net.mg1,queuingTimeInterval:933:mean,,,0.30945913989869
Net1-0-20211213-20:11:41-3599,attr,Net.mg1,queuingTimeInterval:933:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net1-0-20211213-20:11:41-3599,scalar,Net.mg1,queuingTimeInterval:932:mean,,,0.31162755480219
Net1-0-20211213-20:11:41-3599,attr,Net.mg1,queuingTimeInterval:932:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net1-0-20211213-20:11:41-3599,scalar,Net.mg1,queuingTimeInterval:931:mean,,,0.29322150854901
Net1-0-20211213-20:11:41-3599,attr,Net.mg1,queuingTimeInterval:931:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net1-0-20211213-20:11:41-3599,scalar,Net.mg1,queuingTimeInterval:930:mean,,,0.31172313351559
Net1-0-20211213-20:11:41-3599,attr,Net.mg1,queuingTimeInterval:930:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net1-0-20211213-20:11:41-3599,scalar,Net.mg1,queuingTimeInterval:929:mean,,,0.31660060837244
Net1-0-20211213-20:11:41-3599,attr,Net.mg1,queuingTimeInterval:929:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net1-0-20211213-20:11:41-3599,scalar,Net.mg1,queuingTimeInterval:928:mean,,,0.31589427533814
Net1-0-20211213-20:11:41-3599,attr,Net.mg1,queuingTimeInterval:928:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net1-0-20211213-20:11:41-3599,scalar,Net.mg1,queuingTimeInterval:927:mean,,,0.31377825793408
Net1-0-20211213-20:11:41-3599,attr,Net.mg1,queuingTimeInterval:927:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net1-0-20211213-20:11:41-3599,scalar,Net.mg1,queuingTimeInterval:926:mean,,,0.30958422109492
Net1-0-20211213-20:11:41-3599,attr,Net.mg1,queuingTimeInterval:926:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net1-0-20211213-20:11:41-3599,scalar,Net.mg1,queuingTimeInterval:925:mean,,,0.30513557974965
Net1-0-20211213-20:11:41-3599,attr,Net.mg1,queuingTimeInterval:925:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net1-0-20211213-20:11:41-3599,scalar,Net.mg1,queuingTimeInterval:924:mean,,,0.29778781548985
Net1-0-20211213-20:11:41-3599,attr,Net.mg1,queuingTimeInterval:924:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net1-0-20211213-20:11:41-3599,scalar,Net.mg1,queuingTimeInterval:923:mean,,,0.32003564637362
Net1-0-20211213-20:11:41-3599,attr,Net.mg1,queuingTimeInterval:923:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net1-0-20211213-20:11:41-3599,scalar,Net.mg1,queuingTimeInterval:922:mean,,,0.31374112305817
Net1-0-20211213-20:11:41-3599,attr,Net.mg1,queuingTimeInterval:922:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net1-0-20211213-20:11:41-3599,scalar,Net.mg1,queuingTimeInterval:921:mean,,,0.29948879265721
Net1-0-20211213-20:11:41-3599,attr,Net.mg1,queuingTimeInterval:921:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net1-0-20211213-20:11:41-3599,scalar,Net.mg1,queuingTimeInterval:920:mean,,,0.30819239316831
Net1-0-20211213-20:11:41-3599,attr,Net.mg1,queuingTimeInterval:920:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net1-0-20211213-20:11:41-3599,scalar,Net.mg1,queuingTimeInterval:919:mean,,,0.30453283502724
Net1-0-20211213-20:11:41-3599,attr,Net.mg1,queuingTimeInterval:919:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net1-0-20211213-20:11:41-3599,scalar,Net.mg1,queuingTimeInterval:918:mean,,,0.30247988413952
Net1-0-20211213-20:11:41-3599,attr,Net.mg1,queuingTimeInterval:918:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net1-0-20211213-20:11:41-3599,scalar,Net.mg1,queuingTimeInterval:917:mean,,,0.30052426976585
Net1-0-20211213-20:11:41-3599,attr,Net.mg1,queuingTimeInterval:917:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net1-0-20211213-20:11:41-3599,scalar,Net.mg1,queuingTimeInterval:916:mean,,,0.31011963363181
Net1-0-20211213-20:11:41-3599,attr,Net.mg1,queuingTimeInterval:916:mean,title,Conditional queuing time template of class queuingTimeInterval,
